Date,Score
2019-01-01,0.49128161764705885
2019-01-02,0.4269673640167364
2019-01-03,0.4353258964143426
2019-01-04,0.40765905511811024
2019-01-05,0.44583076923076936
2019-01-06,0.30616760563380274
2019-01-07,0.6038677290836654
2019-01-08,0.5609292452830187
2019-01-09,0.5461511784511786
2019-01-10,0.5381182130584193
2019-01-11,0.4583746478873238
2019-01-12,0.43304158415841565
2019-01-13,0.4409397590361446
2019-01-14,0.41995720720720714
2019-01-15,0.47032084942084945
2019-01-16,0.4506202072538859
2019-01-17,0.46374184782608696
2019-01-18,0.5665524647887323
2019-01-19,0.49906906077348057
2019-01-20,0.5271688679245282
2019-01-21,0.3670199233716475
2019-01-22,0.3560397129186603
2019-01-23,0.5196550955414013
2019-01-24,0.4479843416370107
2019-01-25,0.5565131944444444
2019-01-26,0.6423579881656803
2019-01-27,0.45876666666666666
2019-01-28,0.3848388888888889
2019-01-29,0.37363975903614466
2019-01-30,0.4915906474820144
2019-01-31,0.4608855513307984
2019-02-01,0.5878366359447006
2019-02-02,0.4576285714285714
2019-02-03,0.49558290598290594
2019-02-04,0.5880226244343891
2019-02-05,0.5579360153256706
2019-02-06,0.5721930327868854
2019-02-07,0.5076611650485439
2019-02-08,0.501394968553459
2019-02-09,0.5993000000000002
2019-02-10,0.30369799999999997
2019-02-11,0.5968028169014085
2019-02-12,0.41967911392405055
2019-02-13,0.5083077586206897
2019-02-14,0.6188128205128204
2019-02-15,0.4632929889298893
2019-02-16,0.38433239436619715
2019-02-17,0.18564634146341463
2019-02-18,0.44926200873362443
2019-02-19,0.5214427419354839
2019-02-20,0.608664705882353
2019-02-21,0.6014099206349206
2019-02-22,0.47381
2019-02-23,0.58270625
2019-02-24,0.47743917525773194
2019-02-25,0.5622185185185185
2019-02-26,0.6152133620689656
2019-02-27,0.5498805555555555
2019-02-28,0.5504719512195121
2019-03-01,0.5892009132420092
2019-03-02,0.5267333333333333
2019-03-03,0.4461257575757576
2019-03-04,0.49565882352941176
2019-03-05,0.6421568181818181
2019-03-06,0.47919217877094966
2019-03-07,0.6237405128205128
2019-03-08,0.6504967741935483
2019-03-09,0.5669818181818181
2019-03-10,0.38127358490566043
2019-03-11,0.4255439252336449
2019-03-12,0.5210518749999999
2019-03-13,0.5291150753768843
2019-03-14,0.5920747191011235
2019-03-15,0.5446230303030303
2019-03-16,0.31300999999999995
2019-03-17,0.5208177419354838
2019-03-18,0.6838439393939394
2019-03-19,0.6004645161290321
2019-03-20,0.6040324324324324
2019-03-21,0.5743010526315788
2019-03-22,0.5296543478260871
2019-03-23,0.4928008264462809
2019-03-24,0.5924603174603174
2019-03-25,0.41048455882352947
2019-03-26,0.5412430107526882
2019-03-27,0.7027373239436618
2019-03-28,0.5200370165745857
2019-03-29,0.4174892215568862
2019-03-30,0.2426411764705882
2019-03-31,0.19611525423728804
2019-04-01,0.5723740740740741
2019-04-02,0.6258108433734938
2019-04-03,0.6214515463917527
2019-04-04,0.570847810218978
2019-04-05,0.6800343873517786
2019-04-06,0.4876973262032086
2019-04-07,0.5777703296703297
2019-04-08,0.5101539682539684
2019-04-09,0.5511290909090908
2019-04-10,0.6704482071713146
