Date,Score
2019-01-01,0.07731092927869071
2019-01-02,0.07069225507048953
2019-01-03,0.06841116853815048
2019-01-04,0.07542298319740864
2019-01-05,0.08231679283453747
2019-01-06,0.08948396162533949
2019-01-07,0.07780758172420967
2019-01-08,0.07436836528160531
2019-01-09,0.07326940934332618
2019-01-10,0.07823119059103142
2019-01-11,0.06935149904793843
2019-01-12,0.08033557066566738
2019-01-13,0.08752315948949127
2019-01-14,0.06917576675706597
2019-01-15,0.07991420888176323
2019-01-16,0.06737519534889533
2019-01-17,0.08051312686767564
2019-01-18,0.0808552527590361
2019-01-19,0.07429575406029403
2019-01-20,0.08993761176578827
2019-01-21,0.07552891656542575
2019-01-22,0.07984993231562074
2019-01-23,0.07537302256333353
2019-01-24,0.07472517860133861
2019-01-25,0.08398850528846247
2019-01-26,0.08838951583465986
2019-01-27,0.09633579939698068
2019-01-28,0.06714409060314673
2019-01-29,0.0638762342447966
2019-01-30,0.06778975688637737
2019-01-31,0.06494694526916828
2019-02-01,0.07314697626441448
2019-02-02,0.07700694141869745
2019-02-03,0.07688921263215455
2019-02-04,0.07664873905188338
2019-02-05,0.07321485721091903
2019-02-06,0.07421424256660927
2019-02-07,0.07756276188406369
2019-02-08,0.06803261475347962
2019-02-09,0.07533926715784399
2019-02-10,0.07651058223448204
2019-02-11,0.08019904863077923
2019-02-12,0.06357330476899913
2019-02-13,0.08111816361423406
2019-02-14,0.08246686893216452
2019-02-15,0.06517340729145155
2019-02-16,0.08155482648052413
2019-02-17,0.057599169480186604
2019-02-18,0.07212433599510512
2019-02-19,0.07904437275238416
2019-02-20,0.08380335060902619
2019-02-21,0.08203616505836688
2019-02-22,0.07439140520098715
2019-02-23,0.0878507105420873
2019-02-24,0.0877492814827873
2019-02-25,0.09140103440387422
2019-02-26,0.09534161599367447
2019-02-27,0.0910813380119638
2019-02-28,0.08462781485003487
2019-03-01,0.09345712095763324
2019-03-02,0.08184740852156416
2019-03-03,0.07196073503511348
2019-03-04,0.08789863751341202
2019-03-05,0.08263326201382361
2019-03-06,0.08090857947054353
2019-03-07,0.09521697879030029
2019-03-08,0.09056710121873952
2019-03-09,0.08684806475899305
2019-03-10,0.08640147549520001
2019-03-11,0.0778646638937978
2019-03-12,0.07448351460339853
2019-03-13,0.08142748777216799
2019-03-14,0.08047511750010564
2019-03-15,0.09324700446866277
2019-03-16,0.08349126108504358
2019-03-17,0.09024775253295338
2019-03-18,0.08217492194232193
2019-03-19,0.07842680896078742
2019-03-20,0.08386214483481
2019-03-21,0.0806625181531471
2019-03-22,0.07246647764850343
2019-03-23,0.0780480477374404
2019-03-24,0.08588754437388049
2019-03-25,0.06833664291929131
2019-03-26,0.07552860405055264
2019-03-27,0.09562859706669023
2019-03-28,0.06635921039243427
2019-03-29,0.0789777362616256
2019-03-30,0.07683828690693588
2019-03-31,0.06919011416172635
2019-04-01,0.08601886710041923
2019-04-02,0.08145425841251366
2019-04-03,0.08099536291981313
2019-04-04,0.07240664232025934
2019-04-05,0.06868299845809595
2019-04-06,0.07292964638558604
2019-04-07,0.08298856050892675
2019-04-08,0.08133608800307465
2019-04-09,0.07436751026463921
2019-04-10,0.07264887937432969
2019-04-11,0.07767189140498859
2019-04-12,0.07475722461392854
2019-04-13,0.06160468290297796
2019-04-14,0.08106920367976887
2019-04-15,0.07310382565678067
2019-04-16,0.08634569190134338
2019-04-17,0.07203831682875383
2019-04-18,0.07995580707508654
2019-04-19,0.07755107258809595
2019-04-20,0.08144689166112705
2019-04-21,0.07113264443823727
2019-04-22,0.07844646058796273
2019-04-23,0.06099322067797544
2019-04-24,0.07116889750916963
2019-04-25,0.06704840202983917
2019-04-26,0.06762503448897615
2019-04-27,0.07464059453500124
2019-04-28,0.07482286354744767
2019-04-29,0.07168291348233806
2019-04-30,0.07072622401201456
2019-05-01,0.06602763221900648
2019-05-02,0.06881533607791195
2019-05-03,0.07121796546216393
2019-05-04,0.0735349551959399
2019-05-05,0.07988657192733477
2019-05-06,0.0674779281013379
2019-05-07,0.06953368083822388
2019-05-08,0.07527300544026189
2019-05-09,0.06779865365538149
2019-05-10,0.06846281751633419
2019-05-11,0.06763553946223427
2019-05-12,0.08450254859569052
2019-05-13,0.08122501631468271
2019-05-14,0.06818461005674745
2019-05-15,0.07999065344143244
2019-05-16,0.08376775437021525
2019-05-17,0.07652872986008005
2019-05-18,0.07752737168053554
2019-05-19,0.082123865889796
2019-05-20,0.08050135415095414
2019-05-21,0.08268295212350162
2019-05-22,0.07855842635650258
2019-05-23,0.08714905219380166
2019-05-24,0.08218415371813946
2019-05-25,0.08910603270214322
2019-05-26,0.07840936000710226
2019-05-27,0.08865707139200302
2019-05-28,0.08079957067419384
2019-05-29,0.08165753967664645
2019-05-30,0.08109932731564036
2019-05-31,0.07403507875782259
2019-06-01,0.07996655625621148
2019-06-02,0.08280198562563708
2019-06-03,0.07435549680022069
2019-06-04,0.06825481364109103
2019-06-05,0.07159106040633173
2019-06-06,0.06853823181617445
2019-06-07,0.08385786135294214
2019-06-08,0.07815413015867854
2019-06-09,0.08377032960965909
2019-06-10,0.08595480049322846
2019-06-11,0.07225888600522762
2019-06-12,0.07207167099344933
2019-06-13,0.07051191537855148
2019-06-14,0.07937591541131703
2019-06-15,0.06335602414348095
2019-06-16,0.07955479537522787
2019-06-17,0.07611140216537342
2019-06-18,0.06913824126580422
2019-06-19,0.07390997540892799
2019-06-20,0.0743896580340927
2019-06-21,0.0703925867292031
2019-06-22,0.07176735003701949
2019-06-23,0.08059769666389333
