Date,Score
2010-01-01,
2010-01-02,
2010-01-03,
2010-01-04,
2010-01-05,
2010-01-06,
2010-01-07,
2010-01-08,
2010-01-09,
2010-01-10,
2010-01-11,
2010-01-12,
2010-01-13,
2010-01-14,0.694092746348765
2010-01-15,0.6662255662128592
2010-01-16,0.7976640427222207
2010-01-17,0.8070793357492467
2010-01-18,0.7719876822649164
2010-01-19,0.7895878793258362
2010-01-20,0.7655852842449973
2010-01-21,0.7030023495631942
2010-01-22,0.6999244540364674
2010-01-23,0.7451629187567992
2010-01-24,0.7364981170911066
2010-01-25,0.6963980882300531
2010-01-26,0.7669058215799976
2010-01-27,0.6616535082284136
2010-01-28,0.6744991401343402
2010-01-29,0.725459602820217
2010-01-30,0.6437638618578828
2010-01-31,0.4866927407043983
2010-02-01,0.45342294647557274
2010-02-02,0.30158000158845055
2010-02-03,0.24608814461732717
2010-02-04,0.2539482711334042
2010-02-05,0.20249068606592974
2010-02-06,0.053765855802543214
2010-02-07,-0.0354992283813456
2010-02-08,-0.14201143632597657
2010-02-09,-0.21148696684433022
2010-02-10,-0.14510436128128718
2010-02-11,-0.08492765166079863
2010-02-12,-0.19821744743429642
2010-02-13,-0.2876808103380442
2010-02-14,-0.19149484663111305
2010-02-15,-0.1101261354205459
2010-02-16,0.017111396782424643
2010-02-17,0.06866253882832357
2010-02-18,0.11096993214724536
2010-02-19,0.22345269083768057
2010-02-20,0.34602673494457836
2010-02-21,0.2855396013553198
2010-02-22,0.40236355597179896
2010-02-23,0.42957035608411376
2010-02-24,0.4307269948726869
2010-02-25,0.3238360300497661
2010-02-26,0.488938011777849
2010-02-27,0.6629032305379774
2010-02-28,0.6240997411350797
2010-03-01,0.5971349866550328
2010-03-02,0.5118955035685013
2010-03-03,0.4664332601363518
2010-03-04,0.5014641147865219
2010-03-05,0.4834053538013057
2010-03-06,0.44826481512689126
2010-03-07,0.5474967305020636
2010-03-08,0.5675849579076381
2010-03-09,0.542821865918273
2010-03-10,0.48296310080672505
2010-03-11,0.4708453309047673
2010-03-12,0.43283194948248266
2010-03-13,0.27642830713360567
2010-03-14,0.2617074982772639
2010-03-15,0.2594638983742351
2010-03-16,0.22351152209972566
2010-03-17,0.1828409196021894
2010-03-18,0.14248774831439948
2010-03-19,0.086612908104314
2010-03-20,0.1463706132194392
2010-03-21,0.10864114882716426
2010-03-22,0.10452425240387266
2010-03-23,0.057993592158453365
2010-03-24,0.1208408974073834
2010-03-25,0.13365803191290235
2010-03-26,0.04236232673568379
2010-03-27,0.19749909351617884
2010-03-28,0.23789354346684805
2010-03-29,0.25090603205032364
2010-03-30,0.3937523197698285
2010-03-31,0.5017406434618455
2010-05-01,0.4923046512763413
2010-05-02,0.4746831760291984
2010-05-03,0.47634854007882393
2010-05-04,0.3720413689749987
2010-05-05,0.2682555010658013
2010-05-06,0.3001021551107631
2010-05-07,0.14997329244491714
2010-05-08,0.035539681966447
2010-05-09,0.002133420715104647
2010-05-10,-0.14681335118219385
2010-05-11,-0.21245995341808396
2010-05-12,-0.24312574676465162
2010-05-13,-0.3654219339477028
2010-05-14,-0.49000901963352067
2010-05-15,-0.5299014627291312
2010-05-16,-0.4832077395954735
2010-05-17,-0.5722952601740031
2010-05-18,-0.5123281580662155
2010-05-19,-0.5916702483178894
2010-05-20,-0.6946243413330421
2010-05-21,-0.6327012269659752
2010-05-22,-0.5589926787029997
2010-05-23,-0.3906783876358442
2010-05-24,-0.22688672744886337
2010-05-25,-0.26270266248159674
2010-05-26,-0.27883291039321473
2010-05-27,-0.217116141869962
2010-05-28,-0.12138619741989172
2010-05-29,-0.016004634520929706
2010-05-30,0.08693255513308122
2010-05-31,0.16767247866235868
2010-06-01,0.1994153768888567
2010-06-02,0.2779572650257122
2010-06-03,0.4695081101222668
2010-06-04,0.6164209556375424
2010-06-05,0.7287858067417089
2010-06-06,0.647503934672463
2010-06-07,0.4700251227519142
2010-06-08,0.4614626346492767
2010-06-09,0.3539912264896108
2010-06-10,0.37098248594304584
2010-06-11,0.3942488620045767
2010-06-12,0.4138157328142967
2010-06-13,0.4907672338848311
2010-06-14,0.4810575301533819
2010-06-15,0.4669261076045852
2010-06-16,0.5645017597987917
2010-06-17,0.5600544907813705
2010-06-18,0.604118602887769
2010-06-19,0.6374460416390502
2010-06-20,0.7068994387803421
2010-06-21,0.8430042698032628
2010-06-22,0.8106063292028696
2010-06-23,0.9436880946901042
2010-06-24,0.9827758847766361
2010-06-25,0.9343396977778129
2010-06-26,0.8845065637455914
2010-06-27,0.6224924931738085
2010-06-28,0.6900663361697585
2010-06-29,0.6808341439574885
2010-06-30,0.6067125506967018
2010-07-01,0.4915321666052113
2010-07-02,0.28749830886068467
2010-07-03,0.2152797126226917
2010-07-04,0.12668075026755338
2010-07-05,0.1466917042387885
2010-07-06,0.2208280637775256
2010-07-07,0.2263037512189839
2010-07-08,0.25835188301610235
2010-07-09,0.31721810780568355
2010-07-10,0.37518371289642943
2010-07-11,0.5007031425047784
2010-07-12,0.41502325941893126
2010-07-13,0.49096909116935034
2010-07-14,0.5323284603613347
2010-07-15,0.6068021133392324
2010-07-16,0.7725615746014917
2010-07-17,0.8027081406802193
2010-07-18,0.8836842655278077
2010-07-19,0.8819155195471388
2010-07-20,0.9323114532395698
2010-07-21,0.9646802583075031
2010-07-22,0.9270797179617333
2010-07-23,0.9370957741416202
2010-07-24,0.8617861192277064
2010-07-25,0.7949931433097756
2010-07-26,0.8463273938771932
2010-07-27,0.7730983983743303
2010-07-28,0.818718340184808
